"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar y seleccionar un producto en la pagina de Falabella","Ingresar a la pagina de falabella, buscar un un producto y agregarlo a la bolsa","SUCCESS","2021-11-16T10:41:09.446-05:00[America/Bogota]","0.0","84.3"
